328,Virginia Commonwealth,33,24,9,.727,14.19,3.58,14,4,15,2,7,4,2551,2201,,1330,925,2048,.452,240,665,.361,461,668,.690,413,1237,474,294,125,376,644
329,VMI,30,9,21,.300,-12.56,-2.75,4,14,8,6,1,14,2081,2264,,1205,729,1770,.412,263,783,.336,360,498,.723,290,996,330,184,126,394,586
330,Virginia Tech,33,19,14,.576,10.16,7.67,10,8,13,5,4,6,2461,2379,,1340,818,1822,.449,191,535,.357,634,906,.700,342,1140,402,178,113,422,634
331,Virginia,33,26,7,.788,22.07,11.38,13,5,15,0,5,6,2322,1969,,1325,849,1744,.487,198,490,.404,426,565,.754,296,1053,473,181,97,309,540
332,Wagner,32,22,10,.688,-4.45,-10.42,13,5,13,4,9,6,2256,2047,,1285,809,1896,.427,190,577,.329,448,629,.712,448,1282,426,221,131,423,696
333,Wake Forest,31,11,20,.355,5.80,10.80,2,16,6,9,3,9,2295,2450,,1250,793,1804,.440,195,618,.316,514,779,.660,377,1186,434,184,138,451,649
334,Washington State,31,9,22,.290,0.94,8.41,1,17,8,9,0,10,2187,2394,,1260,805,1760,.457,184,530,.347,393,551,.713,247,1048,419,155,134,434,615
335,Washington,32,18,14,.563,12.16,8.57,9,9,12,5,3,6,2668,2553,,1305,902,2124,.425,240,720,.333,624,863,.723,442,1278,461,245,213,441,767
336,Weber State,34,26,8,.765,0.30,-5.76,15,3,13,1,6,7,2609,2273,,1380,886,1828,.485,287,764,.376,550,810,.679,289,1269,468,167,117,452,597
337,West Virginia,34,26,8,.765,22.92,10.33,13,5,13,2,7,4,2693,2265,,1370,927,2050,.452,206,627,.329,633,945,.670,541,1332,502,338,86,476,792
338,Western Carolina,33,16,17,.485,-4.52,-1.12,10,8,12,2,3,14,2405,2411,,1345,827,1922,.430,234,706,.331,517,736,.702,389,1201,413,265,109,474,677
339,Western Illinois,27,10,17,.370,-5.95,-1.08,3,13,7,6,3,11,1904,1914,,1080,676,1521,.444,190,490,.388,362,502,.721,233,948,361,163,89,332,555
340,Western Kentucky,34,18,16,.529,-1.20,-0.80,8,10,12,4,3,9,2620,2586,,1385,925,1970,.470,233,643,.362,537,768,.699,404,1311,463,151,139,449,610
341,Western Michigan,32,13,19,.406,-1.82,0.32,7,11,10,5,2,12,2342,2352,,1310,786,1824,.431,197,569,.346,573,805,.712,359,1190,382,183,80,398,633
342,Wichita State,32,24,8,.750,16.62,2.91,16,2,14,1,9,3,2343,1896,,1290,801,1846,.434,234,710,.330,507,710,.714,373,1199,460,231,118,316,644
343,William & Mary,31,20,11,.645,5.87,1.59,11,7,12,3,7,7,2384,2205,,1250,843,1755,.480,241,652,.370,457,636,.719,263,1142,501,170,132,331,512
344,Winthrop,32,23,9,.719,-1.02,-5.30,13,5,14,1,7,7,2631,2429,,1280,890,1869,.476,285,768,.371,566,756,.749,291,1160,378,174,175,403,602
345,Wisconsin,32,20,12,.625,13.51,9.20,12,6,13,5,6,5,2204,2066,,1290,751,1748,.430,211,590,.358,491,694,.707,368,1117,371,188,102,350,541
346,Wofford,32,15,17,.469,-3.42,-2.02,11,7,11,2,4,14,2296,2295,,1295,771,1725,.447,270,662,.408,484,645,.750,273,1013,470,163,56,377,608
347,Wright State,35,22,13,.629,0.22,-1.72,13,5,13,2,5,9,2399,2303,,1405,856,1916,.447,256,687,.373,431,621,.694,232,1094,478,193,75,395,770
348,Wyoming,32,14,18,.438,0.10,2.20,7,11,10,6,4,8,2294,2302,,1295,720,1626,.443,319,857,.372,535,747,.716,179,989,392,132,84,358,594
349,Xavier,32,27,5,.844,18.74,8.43,14,4,15,1,8,3,2603,2273,,1280,876,1938,.452,243,672,.362,608,832,.731,418,1308,524,234,98,406,645
350,Yale,28,22,6,.786,8.62,-2.35,13,1,12,0,9,6,2105,1768,,1125,744,1579,.471,181,484,.374,436,657,.664,378,1130,425,162,128,375,497
351,Youngstown State,32,11,21,.344,-10.82,-0.82,6,12,6,8,3,11,2437,2682,,1305,870,2021,.430,257,704,.365,440,619,.711,283,1081,467,219,80,387,571
